Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-12-03 00:00:00-05:00,596.1424148983427,596.9031250627299,595.1050389999714,596.6561279296875,26906600,0.0,0.0,0.0
2024-12-04 00:00:00-05:00,598.3554377930116,600.6080200567633,597.6836128967337,600.3610229492188,42787600,0.0,0.0,0.0
2024-12-05 00:00:00-05:00,600.3610964613101,601.1712543095007,599.0174465042294,599.3731079101562,28762200,0.0,0.0,0.0
2024-12-06 00:00:00-05:00,600.1437874272632,601.7542136421392,599.7288491068647,600.5093383789062,31241500,0.0,0.0,0.0
2024-12-09 00:00:00-05:00,600.3907251065754,600.558666264525,596.8241011467584,597.4168701171875,34742700,0.0,0.0,0.0
2024-12-10 00:00:00-05:00,598.0985858914665,598.5234137048745,594.8975128400896,595.5594482421875,37234500,0.0,0.0,0.0
2024-12-11 00:00:00-05:00,598.5036997474019,601.1218330792508,598.2270340236872,600.1635131835938,28677700,0.0,0.0,0.0
2024-12-12 00:00:00-05:00,599.2940800778147,599.8670699892645,597.0711059570312,597.0711059570312,31543800,0.0,0.0,0.0
2024-12-13 00:00:00-05:00,599.1162117354461,599.8374239971062,595.5693067171701,596.9525146484375,35904700,0.0,0.0,0.0
2024-12-16 00:00:00-05:00,598.7210366652528,600.4796851568691,597.9405474515993,599.5015258789062,43695200,0.0,0.0,0.0
2024-12-17 00:00:00-05:00,596.9327804455652,597.900989889001,595.6484074425919,597.0315551757812,55773500,0.0,0.0,0.0
2024-12-18 00:00:00-05:00,596.7252628946356,599.1260676649564,578.8525850593486,579.2379150390625,108248700,0.0,0.0,0.0
2024-12-19 00:00:00-05:00,584.2568263743534,585.8771418800329,578.8130004498754,579.0599975585938,85919500,0.0,0.0,0.0
2024-12-20 00:00:00-05:00,576.716609074651,590.5751556827481,575.8640332815654,586.01513671875,125716700,1.966,0.0,0.0
2024-12-23 00:00:00-05:00,585.7573730277389,590.1290398696646,582.5553885988357,589.5243530273438,57635800,0.0,0.0,0.0
2024-12-24 00:00:00-05:00,590.8824302891231,596.1165955673065,590.2975285951272,596.076904296875,33160100,0.0,0.0,0.0
2024-12-26 00:00:00-05:00,594.2926551063172,597.2467510278158,592.8850063759046,596.11669921875,41219100,0.0,0.0,0.0
2024-12-27 00:00:00-05:00,592.349606135686,592.5875722637912,585.628530262738,589.8416137695312,64969300,0.0,0.0,0.0
2024-12-30 00:00:00-05:00,582.7834446998471,586.5999783678407,579.3336317674779,583.1105346679688,56578800,0.0,0.0,0.0
2024-12-31 00:00:00-05:00,584.7858235548729,585.5095236812081,579.3435211584518,580.9891357421875,57052700,0.0,0.0,0.0
2025-01-02 00:00:00-05:00,584.2703854968423,585.9952616225524,575.4575923435457,579.5616455078125,50204000,0.0,0.0,0.0
2025-01-03 00:00:00-05:00,582.4265768189647,587.4524841165517,581.3360954279694,586.8081665039062,37888500,0.0,0.0,0.0
2025-01-06 00:00:00-05:00,591.0906669897693,594.4908658796807,588.4438157230102,590.1885375976562,47679400,0.0,0.0,0.0
2025-01-07 00:00:00-05:00,592.2305931115341,592.5577435625502,581.6830616942256,583.5169677734375,60393100,0.0,0.0,0.0
2025-01-08 00:00:00-05:00,583.5863907900373,585.4500653976103,580.1167928192344,584.3695068359375,47304700,0.0,0.0,0.0
2025-01-10 00:00:00-05:00,580.7908883545033,580.8602875756501,573.5245418299866,575.4476928710938,73105000,0.0,0.0,0.0
2025-01-13 00:00:00-05:00,570.7687264554227,576.6967632072416,570.352331124668,576.3399047851562,47910100,0.0,0.0,0.0
2025-01-14 00:00:00-05:00,579.2840683920101,579.9185236912625,573.3262632797856,577.1329345703125,48420600,0.0,0.0,0.0
2025-01-15 00:00:00-05:00,585.2022507077428,588.7808787490047,584.082061353333,587.6309814453125,56900200,0.0,0.0,0.0
2025-01-16 00:00:00-05:00,589.0088467012978,589.1872759074608,585.7969999803885,586.5008544921875,43319700,0.0,0.0,0.0
2025-01-17 00:00:00-05:00,591.7746725476055,594.1537892227647,590.4363626944013,592.3892822265625,58070600,0.0,0.0,0.0
