Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-12-03 00:00:00-05:00,511.1911504181891,514.373985095904,510.61424683539474,514.095458984375,18597900,0.0,0.0,0.0
2024-12-04 00:00:00-05:00,517.5269512439784,520.7097859190565,516.8107846060128,520.451171875,26086200,0.0,0.0,0.0
2024-12-05 00:00:00-05:00,520.5008591030347,521.226921022137,518.6209900907503,519.0089111328125,18169600,0.0,0.0,0.0
2024-12-06 00:00:00-05:00,519.6753413729017,523.8925716110627,519.5460343479797,523.6538696289062,23762600,0.0,0.0,0.0
2024-12-09 00:00:00-05:00,522.7288945325893,523.5245880810076,518.4221204877712,519.575927734375,20674400,0.0,0.0,0.0
2024-12-10 00:00:00-05:00,520.8092281333355,522.5597902510734,516.3731473444096,517.805419921875,24350000,0.0,0.0,0.0
2024-12-11 00:00:00-05:00,522.1818663890722,527.7617380486803,521.7740939285375,527.075439453125,32168600,0.0,0.0,0.0
2024-12-12 00:00:00-05:00,524.8474256077255,526.1205837537462,523.1963631388469,523.6737670898438,23577500,0.0,0.0,0.0
2024-12-13 00:00:00-05:00,527.6125584104548,530.3079725118033,524.469487021193,527.6821899414062,28780400,0.0,0.0,0.0
2024-12-16 00:00:00-05:00,530.2184846535105,536.2559086463527,530.1388970892364,535.2811279296875,31979900,0.0,0.0,0.0
2024-12-17 00:00:00-05:00,533.4808196320281,534.5948026460842,531.2628096373928,532.923828125,28579100,0.0,0.0,0.0
2024-12-18 00:00:00-05:00,532.2773503776515,533.9980443477575,512.2454469027805,513.6975708007812,54703200,0.0,0.0,0.0
2024-12-19 00:00:00-05:00,518.3923099577986,518.9592575433442,511.07183222457314,511.40997314453125,46441800,0.0,0.0,0.0
2024-12-20 00:00:00-05:00,507.6999477619047,522.0027604194175,506.5561270613736,515.8757934570312,60530000,0.0,0.0,0.0
2024-12-23 00:00:00-05:00,517.5943450139422,521.2804299717675,514.1872352921986,520.90185546875,29672800,0.835,0.0,0.0
2024-12-24 00:00:00-05:00,522.854514827797,528.0548371426894,522.2169092458087,527.9652099609375,17558200,0.0,0.0,0.0
2024-12-26 00:00:00-05:00,526.331416906876,529.2404090350186,524.3289727948384,527.6065673828125,19090500,0.0,0.0,0.0
2024-12-27 00:00:00-05:00,524.0300435156842,524.4683897338862,515.9106967940162,520.593017578125,33839600,0.0,0.0,0.0
2024-12-30 00:00:00-05:00,513.5695291597104,517.4050126837748,509.9033582941444,513.6691284179688,34584000,0.0,0.0,0.0
2024-12-31 00:00:00-05:00,514.9543347038892,515.7114228726336,508.3393140727987,509.3056640625,29117000,0.0,0.0,0.0
2025-01-02 00:00:00-05:00,512.3641052015905,514.6953239346398,503.80644256925154,508.3094482421875,36389800,0.0,0.0,0.0
2025-01-03 00:00:00-05:00,511.417696434176,517.6940315122579,510.60083647061316,516.6280517578125,29059500,0.0,0.0,0.0
2025-01-06 00:00:00-05:00,522.0476114174397,525.9328953582989,520.065111494004,522.5656127929688,36109700,0.0,0.0,0.0
2025-01-07 00:00:00-05:00,523.6116330578326,524.0100909190774,511.34797203831766,513.2407836914062,36690300,0.0,0.0,0.0
2025-01-08 00:00:00-05:00,513.1411571001679,514.9741969361809,508.6481238764345,513.3304443359375,30777800,0.0,0.0,0.0
2025-01-10 00:00:00-05:00,509.5547442725234,509.6543435394188,502.02320337175274,505.2808837890625,40532500,0.0,0.0,0.0
2025-01-13 00:00:00-05:00,499.3134390625005,504.1152729350246,497.8190852309919,503.6570129394531,31694200,0.0,0.0,0.0
2025-01-14 00:00:00-05:00,506.8250294419463,508.2396977619812,499.7019490145044,503.1788024902344,33737200,0.0,0.0,0.0
2025-01-15 00:00:00-05:00,511.09889744457155,515.9007006401041,509.5347694909147,514.7550659179688,34957600,0.0,0.0,0.0
2025-01-16 00:00:00-05:00,517.026467249921,517.1061831442493,511.01919663194894,511.1487121582031,28229000,0.0,0.0,0.0
2025-01-17 00:00:00-05:00,520.8819303330192,522.0973697832961,511.1786021287471,519.776123046875,51837900,0.0,0.0,0.0
2025-01-21 00:00:00-05:00,522.5058431761768,523.9902251025194,518.102497036575,522.8246459960938,23628000,0.0,0.0,0.0
2025-01-22 00:00:00-05:00,527.5766383538297,531.8106408124149,527.2678076655376,529.5093383789062,33593000,0.0,0.0,0.0
2025-01-23 00:00:00-05:00,527.0486459270462,530.7546752856922,526.4609007666552,530.6351318359375,23096600,0.0,0.0,0.0
2025-01-24 00:00:00-05:00,531.0136677980639,531.7807280773806,526.1620039307094,527.6364135742188,19878300,0.0,0.0,0.0
2025-01-27 00:00:00-05:00,509.0765966785985,516.0402765990139,508.2297899969277,512.2745361328125,60771700,0.0,0.0,0.0
2025-01-28 00:00:00-05:00,513.2806042053568,521.0313482861533,509.85358086015856,519.8458251953125,33194200,0.0,0.0,0.0
2025-01-29 00:00:00-05:00,520.4934372745863,520.6229528077788,514.9543680275574,518.8695678710938,26649000,0.0,0.0,0.0
2025-01-30 00:00:00-05:00,521.738726504641,524.1196841000327,516.2594290396685,521.0811767578125,27431300,0.0,0.0,0.0
2025-01-31 00:00:00-05:00,524.9366128086152,529.5193345139795,519.2282004570609,520.3240356445312,38755200,0.0,0.0,0.0
2025-02-03 00:00:00-05:00,511.53724066840994,518.8894667950981,509.12636671091076,516.1597900390625,40580800,0.0,0.0,0.0
2025-02-04 00:00:00-05:00,516.6778655999509,523.1334552229995,516.2793468900811,522.495849609375,26046800,0.0,0.0,0.0
2025-02-05 00:00:00-05:00,519.8558471490118,525.0263141261553,518.6603518561534,524.8668823242188,21134100,0.0,0.0,0.0
2025-02-06 00:00:00-05:00,525.3750084458582,527.8157988351848,523.7611109716172,527.6065673828125,19434500,0.0,0.0,0.0
2025-02-07 00:00:00-05:00,528.1444531000723,530.0970363211669,520.2243664565356,520.9515991210938,29605500,0.0,0.0,0.0
2025-02-10 00:00:00-05:00,525.2354245805267,528.3636196768954,524.7672229274917,527.2578125,20852800,0.0,0.0,0.0
2025-02-11 00:00:00-05:00,523.9802362938708,527.9252913951378,523.8507207672724,526.0025634765625,19325500,0.0,0.0,0.0
2025-02-12 00:00:00-05:00,520.3339861084905,527.1980658905265,519.9853278738981,526.3114013671875,25009400,0.0,0.0,0.0
2025-02-13 00:00:00-05:00,527.9850525304931,534.2015544609476,527.1980481045974,533.8828125,28714800,0.0,0.0,0.0
