Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-11-03 00:00:00-05:00,785.6750285810837,792.0733018595241,777.5851293202,781.64501953125,1569100,0.0,0.0
2025-11-04 00:00:00-05:00,773.1670397351724,802.0239820161505,769.1867718343478,786.9288330078125,2046000,0.0,0.0
2025-11-05 00:00:00-05:00,786.5407216312519,793.4265679130938,771.7540413446426,789.1776733398438,1832700,0.0,0.0
2025-11-06 00:00:00-05:00,790.0831368588463,794.2624300822426,773.1669991679138,783.69482421875,1572500,0.0,0.0
2025-11-07 00:00:00-05:00,779.1373873113415,783.1773565198896,759.0370236655643,782.4609375,2098400,0.0,0.0
2025-11-10 00:00:00-05:00,792.1529248797401,802.3821816772667,784.9088082370297,793.2673950195312,1698200,0.0,0.0
2025-11-11 00:00:00-05:00,794.5410242963279,807.9943486496317,791.6851870606881,806.3126831054688,1521500,0.0,0.0
2025-11-12 00:00:00-05:00,810.1138695365399,835.8562469499517,810.1138695365399,834.831298828125,2954100,0.0,0.0
2025-11-13 00:00:00-05:00,828.9504709352134,837.1299528459042,801.048815521559,801.5264282226562,2557400,0.0,0.0
2025-11-14 00:00:00-05:00,791.6254869649895,796.6605232201919,774.1620744252183,787.0083618164062,2552000,0.0,0.0
2025-11-17 00:00:00-05:00,786.1029002244866,792.7996814459277,766.6990944594518,771.734130859375,1850600,0.0,0.0
2025-11-18 00:00:00-05:00,768.2513848455894,783.8142464763729,762.7585958620031,772.470458984375,1673500,0.0,0.0
2025-11-19 00:00:00-05:00,772.4704696177307,783.9834016436981,771.1768947153442,782.1126708984375,1521100,0.0,0.0
2025-11-20 00:00:00-05:00,791.3269811122345,811.9746200409725,768.3807399899491,769.88330078125,2599000,0.0,0.0
2025-11-21 00:00:00-05:00,772.9978451245895,776.5203601236574,750.2804505512979,770.211669921875,2284700,0.0,0.0
2025-11-24 00:00:00-05:00,774.7989221788273,790.0731751271883,771.5350735246053,786.8093872070312,2319500,0.0,0.0
2025-11-25 00:00:00-05:00,793.0683581267733,801.2876208406194,774.1521257142285,798.3621215820312,2252900,0.0,0.0
2025-11-26 00:00:00-05:00,801.8647446467892,815.5369542585768,801.0288617202667,811.9845581054688,1862500,0.0,0.0
2025-11-28 00:00:00-05:00,815.9549053302615,826.472770361448,814.910097171469,821.965087890625,868300,0.0,0.0
2025-12-01 00:00:00-05:00,814.5518942967358,820.6615593091528,805.6161516442521,806.8599853515625,2133200,0.0,0.0
2025-12-02 00:00:00-05:00,811.1199951171875,819.7000122070312,808.2999877929688,815.2100219726562,2254200,4.0,0.0
2025-12-03 00:00:00-05:00,812.9500122070312,831.280029296875,812.9500122070312,831.0999755859375,597970,0.0,0.0
