Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-10-27 09:30:00-04:00,264.8800048828125,267.04998779296875,264.65008544921875,265.7300109863281,9319511,0.0,0.0
2025-10-27 10:30:00-04:00,265.739990234375,266.4200134277344,265.19500732421875,265.7099914550781,4050852,0.0,0.0
2025-10-27 11:30:00-04:00,265.7099914550781,266.0899963378906,265.04998779296875,265.92999267578125,3517895,0.0,0.0
2025-10-27 12:30:00-04:00,265.94000244140625,266.125,265.510009765625,265.6199951171875,3331147,0.0,0.0
2025-10-27 13:30:00-04:00,265.6300048828125,266.0150146484375,265.510009765625,265.5950012207031,2171755,0.0,0.0
2025-10-27 14:30:00-04:00,265.5899963378906,266.5299987792969,265.4700012207031,266.4966125488281,2066396,0.0,0.0
