Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-01 00:00:00-05:00,247.80919984074197,247.97844779289176,218.39225915165113,234.9374237060547,1200176400,0.0,0.0
2025-02-01 00:00:00-05:00,228.9545065481691,248.87440875661687,224.68381318745602,240.7511444091797,862272300,0.25,0.0
2025-03-01 00:00:00-05:00,240.96600622248312,243.19837808481,207.70973146202715,221.37301635742188,1115239500,0.0,0.0
2025-04-01 00:00:00-04:00,219.06091935646447,224.42259002140779,168.6333653917284,211.7758331298828,1607318600,0.0,0.0
2025-05-01 00:00:00-04:00,208.36747598591552,213.8287963807928,192.5914213776198,200.16552734375,1195728200,0.26,0.0
2025-06-01 00:00:00-04:00,199.85921184422403,206.95427439094752,194.66016654627342,204.7389373779297,1100409300,0.0,0.0
2025-07-01 00:00:00-04:00,206.23579286037855,215.77570525070112,205.70690758708423,207.1339111328125,1079935600,0.0,0.0
2025-08-01 00:00:00-04:00,210.42695199353014,234.626002138181,201.07664346998564,231.6522674560547,1218079100,0.26,0.0
2025-09-01 00:00:00-04:00,229.02798206158982,257.35053250574225,225.73117490895655,254.38340759277344,1265536400,0.0,0.0
2025-10-01 00:00:00-04:00,254.79299886271096,277.05143573891627,243.76369729884945,270.108154296875,1097142200,0.0,0.0
2025-11-01 00:00:00-04:00,270.15812733760765,280.10847311895475,265.0630602940423,278.5799560546875,877578200,0.26,0.0
2025-12-01 00:00:00-05:00,278.010009765625,288.6199951171875,276.1400146484375,279.3800048828125,164511982,0.0,0.0
