Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-12-07 00:00:00-05:00,26.826293943140787,27.024705981494215,26.562493988729248,26.66846466064453,128336800,0.0,0.0
2015-12-08 00:00:00-05:00,26.497109672774585,26.7406165463424,26.348301063499722,26.657194137573242,137238000,0.0,0.0
2015-12-09 00:00:00-05:00,26.524168313499498,26.535442449574763,25.946968326432316,26.068721771240234,185445600,0.0,0.0
2015-12-10 00:00:00-05:00,26.163417697774005,26.366340100948968,26.043919427068637,26.19272804260254,116850800,0.0,0.0
2015-12-11 00:00:00-05:00,25.971772619064726,26.016865727443598,25.444174306034448,25.518579483032227,187544800,0.0,0.0
2015-12-14 00:00:00-05:00,25.293103113314466,25.405837571526742,24.75423254067508,25.36074447631836,257274800,0.0,0.0
2015-12-15 00:00:00-05:00,25.238998470313724,25.432901933023523,24.880501893371907,24.912067413330078,213292400,0.0,0.0
2015-12-16 00:00:00-05:00,25.042834319534705,25.250265325049025,24.531020598508277,25.103710174560547,224954000,0.0,0.0
2015-12-17 00:00:00-05:00,25.257029741860972,25.3088883546166,24.571605682373047,24.571605682373047,179091200,0.0,0.0
2015-12-18 00:00:00-05:00,24.555818977347712,24.693353425186913,23.856864004003178,23.90646743774414,385813200,0.0,0.0
2015-12-21 00:00:00-05:00,24.188310824361743,24.208603926159757,23.80275909211675,24.1995849609375,190362400,0.0,0.0
2015-12-22 00:00:00-05:00,24.21536177334121,24.28751175720932,24.001165272345258,24.177032470703125,131157600,0.0,0.0
2015-12-23 00:00:00-05:00,24.186054673184938,24.54229604416937,24.17027191473331,24.488183975219727,130629600,0.0,0.0
2015-12-24 00:00:00-05:00,24.576105965603247,24.576105965603247,24.339362972353644,24.35740089416504,54281600,0.0,0.0
2015-12-28 00:00:00-05:00,24.25820699349456,24.28075526789059,23.940296622773996,24.084596633911133,106816800,0.0,0.0
2015-12-29 00:00:00-05:00,24.11615785240755,24.673066414898024,24.093611302224808,24.517492294311523,123724800,0.0,0.0
2015-12-30 00:00:00-05:00,24.481421866729104,24.508477042970355,24.165764955777536,24.197330474853516,100855200,0.0,0.0
2015-12-31 00:00:00-05:00,24.12742538401558,24.13193400474153,23.63364798525828,23.73285484313965,163649200,0.0,0.0
2016-01-04 00:00:00-05:00,23.13537399714397,23.7576689125985,22.99783777089873,23.753158569335938,270597600,0.0,0.0
2016-01-05 00:00:00-05:00,23.843336986407703,23.865883533136742,23.090271660472062,23.15791130065918,223164000,0.0,0.0
2016-01-06 00:00:00-05:00,22.67315784168351,23.081257824955806,22.517585430560796,22.704723358154297,273829600,0.0,0.0
2016-01-07 00:00:00-05:00,22.2492696837878,22.576198879595857,21.741964691553253,21.74647331237793,324377600,0.0,0.0
2016-01-08 00:00:00-05:00,22.219959979283978,22.34622200825535,21.81637045646062,21.86146354675293,283192000,0.0,0.0
2016-01-11 00:00:00-05:00,22.31466290023333,22.33495428062653,21.947147400212437,22.215456008911133,198957600,0.0,0.0
2016-01-12 00:00:00-05:00,22.670907541915454,22.702473062773873,22.285354056788435,22.537879943847656,196616800,0.0,0.0
2016-01-13 00:00:00-05:00,22.619039929462637,22.815198491300194,21.938124609843808,21.958415985107422,249758400,0.0,0.0
2016-01-14 00:00:00-05:00,22.086938192270384,22.655120911036093,21.58639684675493,22.438669204711914,252680400,0.0,0.0
